SEQENCE ID                     TM SP PREDICTION
A5I510                          1  0 o6-28i
A5I511                          0  0 o
A5I513                          0  0 o
A5I514                          0  0 o
A5I515                          2  0 o73-92i197-218o
A5I516                          1  0 i318-335o
A5I517                          0  0 o
A5I518                          0  0 o
A5I519                          0  0 o
A5I520                          0  0 o
A5I521                          0  0 o
A5I522                          0  0 o
A5I523                          0  0 o
A5I527                          5  0 i113-134o140-162i169-188o194-212i224-251o
A5I528                          5  0 o6-23i28-45o51-71i78-98o118-139i
A5I529                          0  0 i
A5I530                          0  0 o
A5I531                          0  Y n7-18c26/27o
A5I533                          0  0 o
A5I534                          1  0 o48-67i
A5I535                          0  0 o
A5I540                          0  0 i
A5I541                          6  0 i9-26o57-81i88-113o143-163i170-191o203-223i
A5I542                          6  0 i7-25o45-66i78-103o130-150i162-180o192-209i
A5I543                          0  0 o
A5I544                          0  0 o
A5I545                          0  0 o
A5I547                          0  Y n15-26c31/32o
A5I549                          0  0 o
A5I550                          0  0 o
A5I551                          0  0 o
A5I552                          3  Y n10-20c25/26o49-80i101-121o127-150i
A5I553                          0  0 o
A5I558                          0  0 o
A5I559                          0  0 o
A5I563                          0  0 o
A5I564                          0  0 o
A5I565                          0  0 o
A5I566                          0  0 o
A5I567                          1  0 i7-26o
A5I570                          0  0 i
A5I571                          0  0 o
A5I572                          0  0 o
A5I573                          0  0 o
A5I574                          0  Y n3-16c20/21o
A5I576                          0  0 o
A5I577                          0  0 o
A5I585                          1  0 i20-40o
A5I586                          4  0 i7-24o36-56i152-173o185-203i
A5I587                          0  0 o
A5I588                          0  0 o
A5I589                          0  0 o
A5I591                          0  0 o
A5I594                          0  0 o
A5I598                          0  0 o
A5I5A1                          0  0 i
A5I5A2                          0  0 o
A5I5A5                          0  0 o
A5I5A6                          0  0 o
A5I5A7                          0  0 i
A5I5A9                          3  Y n11-21c33/34o76-94i99-115o127-144i
A5I5B0                          0  0 i
A5I5B1                          4  0 i7-24o65-82i94-111o123-142i
A5I5B2                         14  0 i21-37o49-69i89-111o123-143i155-173o179-197i209-230o250-273i301-321o333-356i363-383o389-412i424-443o449-464i
A5I5B3                          0  0 o
A5I5B4                          0  0 o
A5I5B5                          0  0 o
A5I5B6                         10  0 i7-25o31-49i61-77o83-100i112-132o138-159i171-193o213-232i314-334o364-381i
A5I5B7                          0  0 o
A5I5B8                          0  0 o
A5I5B9                          0  Y n5-12c17/18o
A5I5C0                          1  0 o36-57i
A5I5C2                          0  0 o
A5I5C3                          2  0 i22-42o175-195i
A5I5C4                          0  Y n8-19c24/25o
A5I5C5                          0  0 o
A5I5C6                          0  0 i
A5I5C7                          0  0 i
A5I5C8                          0  0 o
A5I5D0                          0  Y n10-20c24/25o
A5I5D1                          0  0 o
A5I5D2                          0  0 i
A5I5D3                          0  0 o
A5I5D4                          0  0 o
A5I5D5                          0  0 o
A5I5D6                          0  0 o
A5I5D7                          0  0 o
A5I5D8                          1  0 i143-165o
A5I5D9                          0  0 o
A5I5E0                          0  0 o
A5I5E1                          0  0 o
A5I5E2                          0  0 o
A5I5E3                          0  0 o
A5I5E4                          0  0 o
A5I5E5                          0  0 o
A5I5E6                          0  0 o
A5I5E7                          0  0 o
A5I5E8                          0  0 o
A5I5F0                          0  0 o
A5I5F1                          0  0 o
A5I5F2                          0  0 o
A5I5F3                          0  0 o
A5I5F4                          0  0 o
A5I5F5                          0  0 o
A5I5F6                          0  0 o
A5I5F7                          0  0 o
A5I5F8                          0  0 o
A5I5F9                          0  0 o
A5I5G0                          0  0 o
A5I5G1                          0  0 o
A5I5G2                          0  0 o
A5I5G3                          0  0 o
A5I5G6                          0  0 o
A5I5G8                          0  0 o
A5I5G9                          0  0 o
A5I5H0                          0  0 i
A5I5H3                          0  0 o
A5I5H5                          0  0 i
A5I5H6                          0  0 o
A5I5H9                          0  0 o
A5I5I0                          0  0 o
A5I5I1                          0  0 o
A5I5I3                          0  0 o
A5I5I6                          0  0 o
A5I5I7                          0  0 o
A5I5I8                         11  0 o15-33i45-65o71-91i127-146o166-187i208-227o267-285i292-309o315-339i346-363o369-389i
A5I5I9                          0  0 o
A5I5J0                          0  0 o
A5I5J1                          0  0 o
A5I5J2                          0  0 o
A5I5J3                          0  0 i
A5I5J6                          0  0 o
A5I5J9                          0  0 o
A5I5K0                          0  0 o
A5I5K1                          0  0 o
A5I5K2                          4  0 i12-32o44-62i74-95o107-127i
A5I5K3                          0  0 o
A5I5K4                          0  0 o
A5I5K7                          1  0 o6-28i
A5I5K8                         10  Y n4-13c18/19o28-46i86-107o113-134i146-165o185-209i221-241o261-280i292-315o327-347i359-377o
A5I5K9                          0  0 o
A5I5L0                          1  0 i9-27o
A5I5L1                          1  0 i21-41o
A5I5L2                          0  0 o
A5I5L4                          0  0 o
A5I5L5                          1  0 i12-31o
A5I5L7                          0  0 o
A5I5L8                          0  Y n16-24c29/30o
A5I5L9                          0  0 i
A5I5M1                          6  0 o6-27i39-62o82-104i134-154o160-184i211-233o
A5I5M2                          0  0 o
A5I5M3                          6  0 o6-25i37-58o102-126i138-158o164-181i202-224o
A5I5M4                          7  Y n19-30c36/37o60-87i116-137o153-171i178-200o264-282i302-321o333-353i
A5I5M5                          0  0 o
A5I5M6                          0  0 o
A5I5M7                          5  0 i20-39o76-94i106-124o130-147i159-182o
A5I5M9                          6  0 i12-32o38-59i66-83o95-113i125-148o168-189i
A5I5N0                          0  0 o
A5I5N1                          1  0 i7-24o
A5I5N2                         10  0 i12-30o42-64i85-104o116-139i151-173o193-211i223-241o261-282i303-324o336-357i
A5I5N3                          5  0 i286-306o326-345i357-374o380-399i411-432o
A5I5N4                          0  0 o
A5I5N5                          1  0 o19-38i
A5I5N7                          0  Y n8-19c24/25o
A5I5N9                          0  0 o
A5I5P0                          1  0 o6-24i
A5I5P2                          0  0 o
A5I5P3                          3  0 i12-43o85-103i115-134o
A5I5P6                          0  Y n4-15c19/20o
A5I5P7                          2  0 o15-36i305-325o
A5I5P8                          9  0 i7-25o37-58i70-88o94-117i129-150o156-184i191-212o218-234i243-264o
A5I5Q2                          1  0 i12-32o
A5I5Q3                          0  0 o
A5I5Q6                          0  0 o
A5I5Q8                          6  Y n3-11c16/17o26-47i54-82o94-114i126-154o166-187i324-347o
A5I5Q9                          0  0 o
A5I5R1                          2  0 i15-33o39-70i
A5I5R3                          0  Y n7-18c26/27o
A5I5R4                          1  Y n13-24c29/30o190-211i
A5I5R5                          0  0 o
A5I5R7                          0  Y n13-24c30/31o
A5I5S1                          0  0 i
A5I5S2                          0  0 o
A5I5S3                          0  0 o
A5I5S7                          0  0 o
A5I5S8                          0  0 o
A5I5T0                          5  0 i114-131o137-157i184-201o259-277i284-302o
A5I5T1                          0  0 o
A5I5T2                          0  0 o
A5I5T3                          0  0 o
A5I5T4                          0  0 o
A5I5T5                          0  0 o
A5I5T6                          0  0 o
A5I5T7                          0  0 o
A5I5T8                          0  0 o
A5I5T9                         11  0 o6-23i32-50o56-74i86-110o122-145i157-178o190-212i219-240o274-291i303-326o365-384i
A5I5U0                          0  0 o
A5I5U1                          0  0 o
A5I5U2                          0  0 o
A5I5U4                          0  0 o
A5I5U5                          0  0 i
A5I5U6                          2  0 i93-115o121-139i
A5I5U7                          5  0 i12-30o42-60i67-87o121-138i150-171o
A5I5U8                          7  Y n3-14c19/20o43-62i74-93o99-116i137-166o178-195i202-222o228-246i
A5I5V3                          0  0 o
A5I5V4                          0  0 o
A5I5V6                          0  0 o
A5I5V7                          0  0 o
A5I5W5                          0  0 o
A5I5W6                          0  0 o
A5I5W7                          0  0 o
A5I5W8                          0  0 o
A5I5W9                          0  0 o
A5I5X1                         12  0 i21-43o55-74i86-105o111-133i140-161o181-198i205-221o241-262i328-351o357-377i389-408o414-437i
A5I5X2                          0  0 o
A5I5X3                          0  0 o
A5I5X4                          0  0 o
A5I5X5                          0  0 o
A5I5X6                          0  0 o
A5I5X7                          0  0 o
A5I5X8                          0  0 o
A5I5X9                         10  0 i7-28o48-69i81-100o106-124i136-158o164-181i188-205o225-254i266-284o296-315i
A5I5Y0                          0  0 o
A5I5Y1                          0  Y n9-20c25/26o
A5I5Y2                          1  0 o6-24i
A5I5Y3                          0  0 o
A5I5Y4                          1  0 i12-36o
A5I5Y5                         12  0 i35-56o83-106i113-132o138-156i168-192o204-224i231-256o276-299i370-389o395-412i424-450o462-478i
A5I5Y6                         11  0 o14-37i71-92o98-119i147-167o182-201i213-230o242-262i301-323o349-372i388-409o415-434i
A5I5Y8                          0  0 o
A5I5Z0                          0  0 o
A5I5Z1                          0  0 i
A5I5Z2                          0  0 o
A5I5Z3                          4  0 o6-29i69-90o110-131i143-162o
A5I5Z4                          0  0 o
A5I5Z7                          0  0 o
A5I5Z8                          6  0 i12-33o45-62i89-113o125-147i159-179o199-220i
A5I5Z9                          6  0 i12-29o41-58i79-105o117-139i146-165o187-210i
A5I600                          0  0 o
A5I601                          0  0 o
A5I602                          5  Y n7-15c19/20o29-46i53-71o77-93i105-127o133-156i
A5I604                          0  0 o
A5I605                          0  0 o
A5I606                          0  0 o
A5I607                          0  0 o
A5I608                          0  0 i
A5I609                          6  0 i12-38o518-541i562-587o593-615i622-641o675-697i
A5I610                          0  0 o
A5I611                          1  0 i9-28o
A5I612                          0  0 o
A5I613                          0  Y n29-40c48/49o
A5I614                          0  0 o
A5I615                          0  0 o
A5I616                          0  0 o
A5I617                          5  0 i12-32o38-58i186-210o241-261i273-294o
A5I620                          0  0 o
A5I621                          0  0 o
A5I623                          0  0 o
A5I624                          1  0 i82-115o
A5I630                          7  0 i18-37o268-288i300-320o326-343i355-379o391-413i425-445o
A5I631                          1  0 i87-108o
A5I632                          0  0 i
A5I633                          0  0 o
A5I635                          0  0 o
A5I642                          0  0 o
A5I645                          1  0 i20-39o
A5I646                          1  0 o17-36i
A5I650                         11  0 i12-42o48-69i192-209o215-234i255-273o279-297i318-343o349-366i378-396o402-421i428-447o
A5I651                          0  0 o
A5I652                         10  0 i49-73o79-98i242-264o276-299i678-696o708-728i749-767o779-798i810-831o837-856i
A5I653                         14  0 i12-30o36-58i79-96o116-137i149-170o176-197i209-229o257-278i290-313o333-356i372-393o399-417i429-449o461-483i
A5I654                          1  0 o6-25i
A5I658                          1  0 i7-27o
A5I661                          0  0 o
A5I662                          1  0 i20-41o
A5I663                          0  0 o
A5I665                          0  0 i
A5I668                          0  0 o
A5I671                          0  0 o
A5I672                          0  0 o
A5I674                          1  0 i47-67o
A5I680                          3  Y n8-19c31/32o55-88i100-124o130-152i
A5I685                          1  Y n10-21c26/27o60-83i
A5I686                          1  0 i16-40o
A5I687                          0  0 o
A5I688                          0  0 o
A5I689                          0  0 o
A5I691                          1  0 i7-28o
A5I695                          0  0 o
A5I696                          2  0 i12-30o36-53i
A5I697                          1  0 o61-78i
A5I698                          0  0 o
A5I699                          0  0 o
A5I6A0                          0  0 o
A5I6A1                          0  0 o
A5I6A2                          0  0 o
A5I6A3                          0  0 o
A5I6A4                          0  0 o
A5I6A5                          0  0 o
A5I6A6                          0  0 o
A5I6A7                          0  0 o
A5I6A8                          0  0 o
A5I6A9                          0  0 i
A5I6B0                          0  0 o
A5I6B1                          0  0 i
A5I6B2                          1  0 o232-249i
A5I6B3                          0  0 i
A5I6B4                          0  0 o
A5I6B5                          0  0 o
A5I6B6                          0  0 o
A5I6B7                          0  0 o
A5I6B8                          0  0 o
A5I6B9                          0  0 o
A5I6C0                          0  0 o
A5I6C1                          0  0 o
A5I6C2                          0  0 o
A5I6C3                          0  0 o
A5I6C4                          0  0 o
A5I6C5                          0  0 i
A5I6C6                          0  0 o
A5I6C7                          9  0 i7-26o46-64i84-106o126-147i321-349o375-394i406-424o430-447i467-485o
A5I6C8                          1  0 o6-29i
A5I6C9                          0  0 o
A5I6D0                          0  0 i
A5I6D1                          0  0 i
A5I6D2                          0  Y n6-11c15/16o
A5I6D3                          0  0 i
A5I6D4                          2  0 i66-90o102-119i
A5I6D7                          0  0 o
A5I6D8                          0  0 o
A5I6E2                          0  0 o
A5I6E5                          0  0 o
A5I6E6                          0  0 i
A5I6E7                          4  0 i9-32o44-62i69-90o102-120i
A5I6E8                          1  0 o6-25i
A5I6F3                          1  0 i7-25o
A5I6F4                          0  0 o
A5I6F5                          0  0 o
A5I6F6                          0  0 o
A5I6F7                          0  0 o
A5I6F8                          0  0 o
A5I6F9                          0  0 o
A5I6G3                          0  0 o
A5I6G5                          4  0 o6-24i31-48o54-71i83-112o
A5I6G6                          0  0 o
A5I6G7                          4  0 i25-46o61-80i87-104o124-148i
A5I6H2                          0  Y n5-16c21/22o
A5I6H4                          1  0 o29-50i
A5I6H5                         14  0 i12-38o50-68i80-102o117-138i150-170o176-202i214-231o251-272i292-310o322-341i357-376o382-399i411-429o435-451i
A5I6H7                          0  0 o
A5I6H8                          0  0 o
A5I6H9                         10  0 i7-25o37-56i68-89o95-115i127-146o170-187i199-216o222-252i330-347o363-381i
A5I6I0                          0  0 o
A5I6I1                          0  0 o
A5I6I2                          0  0 o
A5I6I3                          0  0 o
A5I6I4                         11  Y n8-19c24/25o34-56i77-100o120-140i175-196o202-221i228-246o252-271i283-306o361-388i395-412o418-438i
A5I6I5                          1  0 i16-33o
A5I6I6                         12  0 i12-33o39-59i80-98o110-135i147-163o169-187i207-224o244-269i290-311o323-342i349-371o377-396i
A5I6I7                          0  0 i
A5I6I8                          0  0 o
A5I6I9                          0  0 o
A5I6J0                          4  0 i7-29o41-59i80-99o111-134i
A5I6J1                          0  Y n15-26c33/34o
A5I6J2                          0  Y n13-24c28/29o
A5I6J4                          0  0 o
A5I6J7                          0  0 o
A5I6J8                          0  0 o
A5I6J9                          0  0 o
A5I6K1                          0  Y n2-9c13/14o
A5I6K3                          0  0 o
A5I6K4                          0  0 o
A5I6K5                          0  0 o
A5I6K6                          0  0 o
A5I6K7                          0  0 o
A5I6L2                          0  0 o
A5I6L3                          0  0 o
A5I6L4                          9  0 o12-33i45-64o76-100i130-151o193-218i230-249o298-330i351-372o408-429i
A5I6L9                          0  0 o
A5I6M0                          0  0 o
A5I6M1                         14  0 i26-43o58-79i91-110o116-134i141-166o178-196i203-225o237-259i324-344o350-368i401-418o424-444i464-483o495-517i
A5I6M2                          0  0 o
A5I6M4                          0  0 o
A5I6M5                          0  0 i
A5I6M6                          0  0 o
A5I6M7                          0  0 o
A5I6M8                          6  0 i42-63o107-130i142-161o167-185i216-237o274-295i
A5I6M9                          6  0 i9-30o101-122i134-154o174-191i227-253o273-299i
A5I6N4                          0  0 o
A5I6N6                          0  0 o
A5I6N7                          0  0 o
A5I6N8                          0  Y n10-20c28/29o
A5I6N9                          0  0 o
A5I6P0                          0  0 o
A5I6P4                          0  0 o
A5I6P5                          0  0 o
A5I6P6                          7  Y n2-12c20/21o36-59i80-97o109-130i160-177o417-437i473-492o512-534i
A5I6P7                          3  Y n8-20c25/26o49-69i81-102o108-126i
A5I6P8                          0  Y n8-19c24/25o
A5I6P9                          0  0 o
A5I6Q0                          0  0 o
A5I6Q1                          7  0 i23-46o82-101i113-132o138-159i180-199o205-226i233-254o
A5I6Q2                          0  0 o
A5I6Q3                          3  Y n9-19c24/25o40-57i89-112o148-168i
A5I6Q5                          0  0 o
A5I6Q6                          5  0 o12-33i45-67o73-92i104-123o129-155i
A5I6Q7                          0  0 o
A5I6Q9                          9  0 o6-25i37-58o78-98i105-124o130-147i168-199o205-223i235-255o261-278i
A5I6R0                          0  0 o
A5I6R2                          0  0 o
A5I6R3                          0  0 o
A5I6R4                          0  0 o
A5I6R5                          0  0 o
A5I6R6                          0  0 i
A5I6R7                          0  0 o
A5I6R8                          0  0 o
A5I6R9                          0  0 o
A5I6S0                          0  0 o
A5I6S1                          0  0 o
A5I6S2                          0  0 o
A5I6S3                          0  0 o
A5I6S4                          0  0 o
A5I6S5                          0  0 o
A5I6S6                          0  0 o
A5I6S7                          0  0 o
A5I6S8                          0  0 o
A5I6T2                          0  0 o
A5I6T3                          0  0 o
A5I6T4                         11  0 o18-39i46-68o98-118i130-147o167-187i194-214o234-252i320-340o346-362i374-401o413-429i
A5I6T5                          0  0 o
A5I6T6                          0  0 i
A5I6T7                          0  0 o
A5I6T9                          0  0 o
A5I6U0                          0  0 i
A5I6U1                          0  0 o
A5I6U2                          1  Y n8-18c23/24o283-305i
A5I6U3                          0  0 o
A5I6U6                          0  0 o
A5I6U8                          1  0 o6-26i
A5I6U9                          0  0 o
A5I6V0                          0  Y n8-17c22/23o
A5I6V1                          0  Y n16-27c31/32o
A5I6V2                          0  Y n4-14c22/23o
A5I6V3                          0  0 i
A5I6V4                          1  Y n24-35c39/40o63-80i
A5I6V5                          1  0 o33-52i
A5I6V6                          6  0 o6-24i31-52o99-119i140-158o178-211i218-238o
A5I6W3                          0  0 o
A5I6W4                          1  0 i21-39o
A5I6X2                          0  0 o
A5I6X3                          0  0 o
A5I6X4                          0  0 o
A5I6X5                          0  0 o
A5I6X6                          0  0 o
A5I6X7                          0  0 o
A5I6X9                          0  0 o
A5I6Y0                          1  0 o6-24i
A5I6Y1                          0  0 o
A5I6Y2                          0  0 o
A5I6Y3                          0  Y n6-16c21/22o
A5I6Y4                          0  Y n6-17c21/22o
A5I6Y5                          9  0 o20-39i60-83o89-111i118-135o182-203i215-233o239-261i282-304o334-351i
A5I6Y6                          0  0 o
A5I6Y7                          0  0 o
A5I6Y9                          0  0 o
A5I6Z0                          0  0 o
A5I6Z1                          0  Y n4-15c19/20o
A5I6Z5                          8  0 i12-33o39-61i73-95o128-148i160-184o204-225i273-299o311-336i
A5I6Z6                          3  0 i7-32o38-56i68-86o
A5I6Z9                          0  0 o
A5I701                          0  0 o
A5I702                          0  0 o
A5I703                          0  0 o
A5I704                          0  0 o
A5I706                          0  0 o
A5I707                          0  0 o
A5I708                          0  0 o
A5I709                          0  0 o
A5I710                         10  0 i21-39o51-74i106-127o133-151i163-182o202-227i239-261o281-304i324-346o352-370i
A5I711                          0  0 o
A5I712                          0  0 o
A5I713                          0  0 o
A5I714                          0  0 o
A5I715                          0  0 o
A5I716                          0  0 o
A5I717                          0  0 o
A5I718                          0  0 o
A5I722                          0  0 o
A5I725                          4  0 i12-31o97-116i128-149o185-208i
A5I726                          6  0 i21-43o63-84i96-124o144-161i182-204o210-229i
A5I727                          0  0 o
A5I729                          0  0 i
A5I730                          0  0 o
A5I732                          0  0 o
A5I734                          5  0 i38-58o70-91i98-124o136-154i166-186o
A5I735                         11  Y n4-14c19/20o67-91i132-153o159-177i184-205o225-241i262-285o316-337i358-377o383-403i410-429o441-458i
A5I736                          0  0 o
A5I739                          0  0 o
A5I740                          0  0 o
A5I741                          0  0 o
A5I742                          5  Y n8-18c25/26o132-151i172-190o196-220i232-251o257-275i
A5I743                          0  Y n4-15c19/20o
A5I744                          0  0 o
A5I746                          0  0 o
A5I749                          0  0 o
A5I750                          0  0 o
A5I751                          5  0 o6-26i33-51o71-95i107-133o153-171i
A5I752                          1  0 i33-50o
A5I753                          8  0 i20-40o52-70i77-94o146-165i177-197o217-241i248-265o271-293i
A5I755                          0  0 o
A5I758                          0  0 o
A5I759                          8  0 o6-25i429-451o457-478i826-844o850-871i892-915o944-963i970-990o
A5I763                          5  0 o26-44i96-116o128-149i170-192o198-216i
A5I764                          0  0 o
A5I765                          0  0 o
A5I767                          0  0 o
A5I769                          0  0 i
A5I772                         11  0 i21-46o58-90i97-117o123-143i164-192o198-216i254-275o287-309i321-339o345-368i380-404o
A5I775                          6  0 i12-35o164-184i205-238o286-305i312-329o376-397i
A5I776                          0  0 o
A5I777                          2  0 o6-22i43-64o
A5I778                          0  0 o
A5I779                          0  0 o
A5I780                          0  0 o
A5I782                          0  Y n4-18c23/24o
A5I783                          0  0 o
A5I786                          2  0 i21-40o232-251i
A5I787                          0  0 o
A5I789                          0  0 o
A5I790                          0  0 o
A5I791                          0  0 o
A5I792                          0  0 o
A5I793                          0  0 o
A5I794                          0  0 o
A5I795                          0  0 o
A5I796                          0  0 o
A5I7A6                          6  0 o25-42i63-79o85-101i108-126o132-157i178-200o
A5I7A7                          0  0 o
A5I7A9                         12  0 i21-37o43-60i72-91o97-116i128-145o187-205i210-227o233-252i273-296o308-334i346-371o383-401i
A5I7B0                          1  0 o6-30i
A5I7B3                          1  0 i7-33o
A5I7B6                          6  0 i9-28o40-64i76-94o109-128i148-171o177-194i
A5I7B7                          3  0 i12-33o39-65i86-110o
A5I7B8                          0  0 o
A5I7B9                          0  0 o
A5I7C1                          0  0 o
A5I7C3                          0  Y n4-15c19/20o
A5I7C6                          0  0 o
A5I7C7                         12  0 i12-30o36-54i75-93o113-139i151-168o197-217i229-251o257-277i289-308o328-351i372-397o409-426i
A5I7C8                          6  0 i32-56o92-112i133-158o178-198i210-231o243-272i
A5I7C9                          0  0 o
A5I7D1                          9  0 i12-32o38-57i69-91o121-142i163-185o197-222i269-295o301-320i327-354o
A5I7D2                          4  0 i32-48o60-82i124-143o149-165i
A5I7D4                          0  0 o
A5I7D6                          0  0 o
A5I7D7                          0  0 o
A5I7D8                          0  0 o
A5I7D9                          0  0 o
A5I7E1                          2  0 o28-47i67-87o
A5I7E2                          0  Y n5-15c20/21o
A5I7E3                          0  0 o
A5I7E4                          0  0 o
A5I7E6                          0  0 o
A5I7E7                          0  0 o
A5I7E8                          0  0 o
A5I7E9                          0  0 i
A5I7F0                          0  0 o
A5I7F2                          0  0 o
A5I7F4                          0  0 o
A5I7F5                          1  0 i10-28o
A5I7F7                          1  0 i5-22o
A5I7F8                          0  0 o
A5I7G1                          1  0 i180-198o
A5I7G2                          0  Y n7-17c22/23o
A5I7G4                          0  0 o
A5I7G5                          1  0 i21-37o
A5I7G6                          0  0 o
A5I7G7                          0  0 o
A5I7G8                          0  Y n8-19c24/25o
A5I7G9                          8  0 o6-25i69-90o102-124i136-154o174-201i213-234o246-267i288-308o
A5I7H5                          0  0 o
A5I7I3                          0  0 o
A5I7L2                          0  0 i
A5I7M3                          0  0 o
A5I7M4                          0  0 o
A5I7M5                          1  0 o229-250i
A5I7N2                          4  0 i5-25o45-66i86-107o113-137i
A5I7N3                          0  0 o
A5I7N6                          0  0 o
A5I7N8                          0  0 o
A5I7N9                          0  0 o
A5I7P0                          0  0 o
A5I7P6                          0  0 o
A5I7Q3                         10  0 o27-48i69-87o93-111i120-138o144-164i185-206o212-236i248-265o271-287i294-310o
A5I7Q4                          0  0 o
A5I7Q5                          1  0 i9-27o
A5I7Q6                          4  0 o12-32i44-67o73-92i113-129o
A5I7Q7                          0  0 o
A5I7R0                          0  0 o
A5I7R1                         14  0 i12-29o49-68i89-107o119-139i151-175o181-206i227-247o285-305i317-337o357-378i385-404o410-429i450-467o479-501i
A5I7R2                          0  0 o
A5I7R6                          1  0 i36-58o
A5I7S1                          0  0 i
A5I7S2                          0  0 o
A5I7S4                          3  0 o6-25i45-65o71-92i
A5I7S5                          0  0 o
A5I7S6                          0  0 o
A5I7S7                          0  Y n3-11c15/16o
A5I7S9                          0  0 o
A5I7T0                          1  0 o6-25i
A5I7T1                          9  Y n6-17c28/29o44-63i83-105o117-135i147-166o186-209i221-247o253-277i298-318o324-345i
A5I7T2                          0  0 o
A5I7T4                          0  0 o
A5I7T5                          0  0 o
A5I7T9                          0  0 o
A5I7U1                          0  0 o
A5I7U2                          0  Y n7-15c20/21o
A5I7U3                          0  0 o
A5I7U6                         12  0 i23-44o64-83i95-117o123-142i154-176o182-201i234-254o266-287i294-311o317-334i355-373o379-398i
A5I7U7                          0  0 o
A5I7U8                          0  0 i
A5I7U9                          0  0 o
A5I7V1                          0  0 i
A5I7V2                          0  0 o
A5I7V3                          0  0 o
A5I7V4                          0  0 o
A5I7V5                          0  0 o
A5I7V7                          0  0 o
A5I7V8                          0  0 o
A5I7V9                         11  Y n2-12c17/18o70-88i118-143o149-167i179-198o218-236i257-277o297-328i349-367o379-400i407-425o431-448i
A5I7W0                          0  0 o
A5I7W1                          0  0 o
A5I7W2                          0  0 o
A5I7W3                          4  0 o36-54i66-82o88-114i121-139o
A5I7W4                          0  0 o
A5I7W5                          0  0 o
A5I7W6                          0  0 o
A5I7W7                          0  0 o
A5I7X6                          0  0 o
A5I7X9                          0  0 o
A5I7Y0                          0  0 o
A5I7Y1                          1  0 i9-28o
A5I7Y2                          0  0 o
A5I7Y3                          0  0 o
A5I7Y5                          0  0 o
A5I7Y6                          0  0 o
A5I7Y7                          0  0 o
A5I7Y8                          0  0 i
A5I7Z0                          0  Y n6-13c18/19o
A5I7Z1                          0  0 o
A5I7Z7                          8  0 o16-42i54-72o78-96i103-127o183-203i224-244o256-277i289-308o
A5I7Z8                          1  0 o39-58i
A5I802                          0  0 o
A5I803                          0  0 o
A5I804                          2  0 o28-49i90-113o
A5I805                          0  0 o
A5I807                          7  0 o12-41i62-83o156-180i218-239o245-273i280-300o312-345i
A5I808                          0  0 o
A5I809                          0  0 o
A5I810                          1  0 o12-37i
A5I811                          0  0 o
A5I812                          0  0 o
A5I813                          0  0 o
A5I823                          0  0 o
A5I824                          0  0 i
A5I825                          0  0 o
A5I826                          0  0 o
A5I827                          0  0 i
A5I828                          0  0 i
A5I829                          0  0 i
A5I830                          0  0 o
A5I831                          0  0 o
A5I832                          0  0 o
A5I833                          1  0 i58-82o
A5I834                          0  0 o
A5I835                          0  0 o
A5I836                          0  0 o
A5I837                          0  0 o
A5I838                          0  0 o
A5I839                          3  Y n19-30c35/36o59-76i129-149o161-180i
